,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
13310,0.017743,7,0.510638,0.047346,0.30839,0.003467,0.422915,0.414912,0
6806,0.004734,5,0.978723,0.152756,0.563523,0.003467,0.422915,0.414912,1
406,0.438343,1,0.12766,0.056803,0.139096,0.003467,0.422915,0.414912,1
14969,0.898146,5,0.191489,0.02663,0.251265,0.001722,0.350337,0.687281,0
5792,0.906863,7,0.361702,0.044374,0.364772,0.002946,0.256085,0.638158,0
8514,0.442547,6,0.808511,0.098205,0.606516,0.006427,0.548162,0.500526,1
29931,0.902836,7,0.553191,0.086826,0.386938,0.005521,0.347229,0.770614,1
2889,0.430025,3,0.191489,0.073316,0.232669,0.003467,0.422915,0.414912,1
29082,0.456351,5,0.829787,0.037799,0.678965,0.002493,0.582082,0.578947,1
6241,0.867307,6,0.255319,0.030323,0.304076,0.002015,0.334801,0.596491,0
4687,0.876643,6,0.702128,0.031134,0.612615,0.002106,0.646815,0.353947,1
15188,0.465599,5,0.170213,0.024739,0.161559,0.00167,0.154583,0.626316,0
29074,0.876864,4,0.191489,0.029212,0.238024,0.001826,0.284309,0.624561,0
5342,0.898943,2,0.085106,0.05239,0.263612,0.003438,0.41999,0.540789,0
28809,0.433963,6,0.191489,0.043383,0.117525,0.003467,0.422915,0.414912,0
1182,0.889385,2,0.446809,0.038189,0.496281,0.002009,0.309425,0.747368,1
13569,0.889385,2,0.021277,0.02678,0.324308,0.001766,0.337131,0.616667,0
16775,0.000973,3,0.12766,0.043833,0.245463,0.003467,0.422915,0.414912,0
9975,0.474227,5,0.319149,0.02642,0.2108,0.001749,0.067064,0.879825,0
1600,0.460688,6,0.234043,0.028882,0.254091,0.001959,0.238736,0.503947,0
24694,0.881023,1,0.914894,0.028942,0.274918,0.001789,0.299327,0.809649,1
14194,0.911199,1,0.914894,0.042632,0.363731,0.002761,0.262558,0.722368,1
3268,0.473917,5,0.234043,0.036087,0.385153,0.00248,0.362765,0.517105,1
20864,0.894783,5,0.021277,0.120331,0.606367,0.005536,0.523563,0.657895,1
34479,0.46905,7,0.468085,0.043203,0.388277,0.002856,0.290264,0.604386,1
28500,0.017875,3,0.404255,0.082293,0.559209,0.003467,0.422915,0.414912,1
4650,0.004823,7,0.446809,0.062598,0.534811,0.003467,0.422915,0.414912,0
3783,0.46905,7,0.404255,0.045845,0.416394,0.003027,0.313309,0.551316,1
10303,0.433963,6,0.170213,0.045755,0.111128,0.003467,0.422915,0.414912,0
26524,0.460245,3,0.957447,0.034196,0.491223,0.002335,0.36898,0.494737,0
31620,0.434229,5,0.085106,0.048727,0.185659,0.003467,0.422915,0.414912,0
5691,0.446662,2,0.170213,0.018734,0.188486,0.00123,0.232781,0.603947,0
22390,0.455644,3,0.914894,0.037318,0.605177,0.002574,0.47333,0.600439,0
21958,0.424716,1,0.340426,0.103008,0.471883,0.003467,0.422915,0.414912,1
11655,0.474448,3,0.489362,0.059415,0.472627,0.004073,0.306577,0.353509,1
21605,0.031636,7,0.978723,0.065059,0.257066,0.003467,0.422915,0.414912,0
7734,0.443343,3,0.255319,0.03942,0.347962,0.002567,0.347488,0.678509,0
26515,0.889076,2,1.0,0.029843,0.481256,0.001992,0.441222,0.542982,1
30203,0.469581,5,0.0,0.031884,0.370872,0.002121,0.314345,0.597807,0
16270,0.45113,5,0.978723,0.05218,0.625855,0.00344,0.527706,0.424123,1
31270,0.91142,6,0.446809,0.050348,0.525588,0.003346,0.576385,0.435088,1
35422,0.889518,5,0.638298,0.029212,0.501934,0.002052,0.594511,0.234211,0
33623,0.473696,7,0.808511,0.030833,0.401369,0.00194,0.30347,0.804825,0
13130,0.907393,5,0.06383,0.064009,0.339185,0.004333,0.428017,0.457895,1
29055,0.867572,5,0.106383,0.019875,0.172121,0.000839,0.24029,0.902632,0
25692,0.439051,3,0.446809,0.053321,0.506099,0.003467,0.422915,0.414912,0
7790,0.464758,7,0.617021,0.028221,0.334127,0.001886,0.235111,0.621053,0
930,0.446839,6,0.382979,0.043653,0.632401,0.003041,0.531331,0.474561,1
27603,0.898721,4,0.808511,0.075808,0.726272,0.005006,0.65769,0.46886,0
9864,0.894297,1,0.382979,0.073256,0.530348,0.002009,0.344381,0.634211,1
7991,0.903323,4,0.765957,0.087426,0.586284,0.005883,0.584412,0.398246,1
17727,0.438388,2,0.595745,0.056113,0.493306,0.003467,0.422915,0.414912,0
29538,0.01792,4,0.042553,0.075057,0.432609,0.003467,0.422915,0.414912,0
8675,0.022034,6,0.680851,0.070464,0.263017,0.003467,0.422915,0.414912,1
13695,0.017875,3,0.425532,0.082293,0.538828,0.003467,0.422915,0.414912,1
19605,0.911464,7,0.914894,0.042542,0.336953,0.002709,0.267219,0.802632,0
35763,0.500111,7,0.170213,0.02663,0.11083,0.001826,0.190575,0.420175,0
21174,0.452325,4,0.87234,0.034316,0.711395,0.002297,0.550233,0.617544,0
11765,0.902748,5,0.297872,0.040621,0.470693,0.002721,0.529259,0.514035,0
27384,0.443033,3,0.957447,0.048127,0.516513,0.003247,0.375971,0.565351,0
1716,0.425689,2,0.680851,0.076498,0.532877,0.003467,0.422915,0.414912,1
24400,0.8935,4,0.106383,0.085415,0.396311,0.00549,0.452356,0.74386,1
7905,0.889164,4,0.851064,0.030773,0.600565,0.002083,0.546608,0.414474,0
16176,0.447856,1,0.787234,0.046625,0.691758,0.003143,0.440186,0.573684,1
11290,0.89912,6,0.489362,0.07881,0.548795,0.00522,0.562921,0.532895,0
34700,0.877085,2,0.340426,0.03996,0.532133,0.002806,0.479544,0.205702,1
14375,0.447635,3,0.93617,0.042032,0.614549,0.00273,0.457535,0.640789,0
16989,0.027388,2,0.12766,0.049688,0.116781,0.003467,0.422915,0.414912,0
28514,0.425733,3,0.808511,0.088027,0.421749,0.003467,0.422915,0.414912,1
34397,0.889385,2,0.255319,0.028462,0.179262,0.001793,0.228897,0.833772,0
33809,0.008584,1,0.978723,0.064519,0.556828,0.003467,0.422915,0.414912,0
15279,0.434361,1,0.425532,0.049538,0.507141,0.003467,0.422915,0.414912,0
9734,0.47436,1,0.957447,0.02591,0.241595,0.001712,0.151217,0.898684,1
8467,0.425424,3,0.382979,0.104419,0.593127,0.003467,0.422915,0.414912,1
35415,0.026946,6,0.319149,0.085505,0.365219,0.003467,0.422915,0.414912,0
13531,0.008805,6,0.06383,0.041582,0.394377,0.003467,0.422915,0.414912,0
33997,0.868015,1,0.617021,0.028912,0.287117,0.000839,0.207664,0.814474,0
33266,0.443476,6,0.553191,0.071965,0.497322,0.004963,0.578716,0.359649,1
8031,0.030928,5,0.361702,0.074817,0.581523,0.003467,0.422915,0.414912,0
20285,0.8935,4,0.489362,0.081752,0.695626,0.00538,0.706111,0.482895,0
16819,0.424804,3,0.425532,0.058394,0.408807,0.003467,0.422915,0.414912,0
30450,0.868103,3,0.851064,0.028702,0.45418,0.001901,0.412481,0.63114,0
20175,0.446927,1,0.0,0.014861,0.390955,0.000976,0.382185,0.47807,0
17187,0.87213,4,0.978723,0.031674,0.412526,0.000864,0.386069,0.806579,1
1735,0.021902,3,0.468085,0.071995,0.488396,0.003467,0.422915,0.414912,1
36027,0.446794,5,0.851064,0.044464,0.6205,0.003054,0.484464,0.575877,0
27062,0.889076,2,0.170213,0.027621,0.15055,0.001791,0.260228,0.775877,0
18295,0.893677,1,0.744681,0.077039,0.623624,0.0051,0.513723,0.546053,1
11171,0.026857,4,0.425532,0.124355,0.606813,0.003467,0.422915,0.414912,1
4984,0.434007,7,0.638298,0.067551,0.288605,0.003467,0.422915,0.414912,1
22213,0.876864,4,0.829787,0.028672,0.443172,0.001936,0.416882,0.450439,0
21887,0.868236,6,0.319149,0.027741,0.552514,0.001772,0.506473,0.701316,1
19474,0.902571,1,0.978723,0.085145,0.381583,0.005796,0.393061,0.380702,1
2216,0.022034,6,0.276596,0.060106,0.182237,0.003467,0.422915,0.414912,1
14308,0.008849,7,0.93617,0.041882,0.471437,0.003467,0.422915,0.414912,0
27933,0.876333,6,0.446809,0.037679,0.648914,0.002505,0.701709,0.452632,1
31488,0.424627,6,0.276596,0.077639,0.188337,0.003467,0.422915,0.414912,1
6069,0.894606,1,0.382979,0.064849,0.541059,0.00366,0.362765,0.873246,1
21645,0.866997,6,0.319149,0.029512,0.348706,0.001988,0.266442,0.680702,1
30463,0.437857,4,0.595745,0.055782,0.492859,0.003467,0.422915,0.414912,1
2972,0.437857,4,0.531915,0.05254,0.49643,0.003467,0.422915,0.414912,0
10244,0.443078,4,0.340426,0.053381,0.569473,0.003583,0.562144,0.429386,0
15044,0.451529,7,0.446809,0.03957,0.617525,0.002613,0.465821,0.704825,0
11268,0.898544,7,0.0,0.088898,0.493008,0.005893,0.495598,0.469298,1
12231,0.469094,1,0.638298,0.028432,0.259149,0.001867,0.212325,0.624561,0
5132,0.438034,1,0.574468,0.085475,0.479024,0.003467,0.422915,0.414912,1
35185,0.898323,2,0.425532,0.074967,0.676882,0.004859,0.669601,0.539474,1
34298,0.880713,1,0.425532,0.032935,0.316126,0.001689,0.225531,0.809211,0
32869,0.000708,4,0.702128,0.044134,0.497917,0.003467,0.422915,0.414912,0
23020,0.004248,1,0.191489,0.043533,0.138203,0.003467,0.422915,0.414912,0
27396,0.000265,1,0.361702,0.153206,0.469652,0.003467,0.422915,0.414912,1
701,0.880227,4,0.446809,0.037589,0.546712,0.002621,0.529518,0.221053,0
21464,0.464581,3,0.212766,0.025339,0.148914,0.001697,0.225272,0.684211,0
4095,0.022831,3,0.595745,0.05257,0.450461,0.003467,0.422915,0.414912,0
1501,0.465599,5,0.382979,0.058665,0.546712,0.004065,0.491455,0.364912,1
36085,0.022875,4,0.085106,0.057464,0.257959,0.003467,0.422915,0.414912,0
18188,0.443432,5,0.404255,0.081212,0.566201,0.005661,0.629726,0.363596,1
12753,0.867218,4,0.87234,0.027621,0.305861,0.001855,0.250129,0.627632,0
33350,0.013539,2,0.148936,0.067491,0.237727,0.003467,0.422915,0.414912,1
8955,0.469227,4,0.531915,0.056653,0.563076,0.003704,0.452097,0.512281,1
795,0.474448,3,0.276596,0.034646,0.276257,0.002428,0.221647,0.347368,0
27586,0.464625,4,0.085106,0.037859,0.281464,0.002592,0.319524,0.421053,0
13417,0.875846,2,0.659574,0.047736,0.632104,0.003263,0.654065,0.432456,1
651,0.013849,2,0.659574,0.090068,0.496578,0.003467,0.422915,0.414912,0
5614,0.474492,4,0.382979,0.042903,0.460428,0.002898,0.301398,0.47193,0
26714,0.021946,4,0.489362,0.074457,0.473073,0.003467,0.422915,0.414912,1
8191,0.871908,6,0.808511,0.027021,0.478875,0.001751,0.36898,0.727632,0
470,0.903456,7,0.148936,0.034376,0.172716,0.002137,0.217504,0.823246,0
15530,0.474315,7,0.744681,0.025189,0.261529,0.00168,0.175816,0.802632,0
10733,0.876864,4,0.297872,0.032725,0.524844,0.002221,0.548421,0.383772,1
26088,0.903146,7,0.340426,0.089138,0.402559,0.003126,0.300104,0.620614,1
9167,0.023141,3,1.0,0.078059,0.393484,0.003467,0.422915,0.414912,0
9990,0.02668,7,0.12766,0.042903,0.063076,0.003467,0.422915,0.414912,0
23125,0.88558,6,0.914894,0.028762,0.465933,0.001978,0.459865,0.444737,0
18242,0.464316,4,0.617021,0.029512,0.426807,0.002038,0.472035,0.332456,1
4442,0.000487,6,0.489362,0.084364,0.405088,0.003467,0.422915,0.414912,0
35686,0.031105,2,0.489362,0.09151,0.52767,0.003467,0.422915,0.414912,1
10970,0.000133,5,0.361702,0.089798,0.500595,0.003467,0.422915,0.414912,1
11317,0.89912,6,0.446809,0.063378,0.578548,0.004258,0.592698,0.436404,0
23620,0.027477,4,0.340426,0.069713,0.546266,0.003467,0.422915,0.414912,1
11754,0.014247,4,0.404255,0.040591,0.592978,0.003467,0.422915,0.414912,0
13717,0.451573,1,0.212766,0.030563,0.159923,0.000931,0.206111,0.860088,0
23379,0.872041,2,0.234043,0.049207,0.407617,0.001039,0.367426,0.773684,1
26111,0.027344,1,0.744681,0.062447,0.43618,0.003467,0.422915,0.414912,0
3445,0.43414,3,0.978723,0.056533,0.421452,0.003467,0.422915,0.414912,0
30132,0.009469,7,0.340426,0.063949,0.388129,0.003467,0.422915,0.414912,1
9957,0.031061,1,0.489362,0.074547,0.501934,0.003467,0.422915,0.414912,1
840,0.031769,3,0.914894,0.082263,0.238173,0.003467,0.422915,0.414912,1
22354,0.451971,3,0.404255,0.059715,0.79039,0.003984,0.658985,0.486842,0
12106,0.889341,1,0.12766,0.018194,0.136566,0.001186,0.290523,0.720175,0
19251,0.005442,7,0.744681,0.077999,0.587771,0.003467,0.422915,0.414912,1
18670,0.447547,1,0.255319,0.020746,0.187295,0.001259,0.103055,0.765789,0
21500,0.014026,6,0.893617,0.055512,0.47114,0.003467,0.422915,0.414912,0
2042,0.438874,6,0.553191,0.047796,0.30125,0.003467,0.422915,0.414912,0
35871,0.442237,5,0.893617,0.055422,0.375186,0.003467,0.422915,0.414912,0
28790,0.013053,5,0.829787,0.041582,0.57587,0.003467,0.422915,0.414912,0
19634,0.022211,3,0.659574,0.062838,0.430675,0.003467,0.422915,0.414912,0
7702,0.911685,5,0.723404,0.050588,0.495686,0.003454,0.584412,0.282895,0
16295,0.022875,4,0.0,0.053981,0.41327,0.003467,0.422915,0.414912,0
21278,0.455555,1,0.085106,0.034466,0.274026,0.002279,0.387623,0.636842,0
8485,0.437857,4,0.702128,0.045334,0.470842,0.003467,0.422915,0.414912,0
15621,0.447104,5,0.148936,0.024679,0.281018,0.000835,0.259451,0.764912,0
9010,0.889739,3,0.148936,0.028402,0.259298,0.001847,0.380373,0.692105,0
19649,0.425379,2,0.276596,0.062838,0.400625,0.003467,0.422915,0.414912,0
21279,0.438211,5,0.638298,0.06557,0.459238,0.003467,0.422915,0.414912,0
35765,0.442458,4,0.382979,0.058124,0.510711,0.004036,0.509322,0.500526,0
21337,0.018185,3,0.765957,0.046866,0.526183,0.003467,0.422915,0.414912,0
12781,0.424627,6,0.914894,0.080611,0.287414,0.003467,0.422915,0.414912,1
23896,0.455953,3,0.808511,0.041041,0.726421,0.002769,0.632056,0.449561,1
15082,0.464448,7,0.93617,0.029633,0.33011,0.001994,0.286898,0.57193,1
21147,0.031901,6,0.851064,0.060556,0.259744,0.003467,0.422915,0.414912,0
20167,0.872262,7,0.659574,0.029903,0.387236,0.001577,0.310461,0.860526,0
25041,0.429494,5,0.702128,0.073226,0.506546,0.003467,0.422915,0.414912,1
29977,0.880404,2,0.744681,0.03915,0.689676,0.002713,0.647851,0.365351,1
5664,0.885315,7,0.148936,0.0263,0.155013,0.001735,0.247022,0.624561,0
24932,0.469227,4,0.297872,0.048187,0.474561,0.003189,0.490678,0.445175,0
29860,0.907747,6,0.212766,0.041942,0.193544,0.002744,0.248835,0.65614,0
25678,0.026592,5,0.659574,0.088567,0.443916,0.003467,0.422915,0.414912,0
534,0.433432,1,0.042553,0.041431,0.145641,0.003467,0.422915,0.414912,0
8300,0.447414,5,0.042553,0.055602,0.530051,0.003729,0.504402,0.463158,1
8179,0.027211,5,0.893617,0.106341,0.419964,0.003467,0.422915,0.414912,1
25050,0.424893,5,0.808511,0.082293,0.321184,0.003467,0.422915,0.414912,1
33578,0.005309,4,0.978723,0.090909,0.563672,0.003467,0.422915,0.414912,1
16426,0.461174,3,0.978723,0.029663,0.457899,0.001971,0.444847,0.317544,1
28633,0.429539,6,0.340426,0.088477,0.431717,0.003467,0.422915,0.414912,1
24070,0.469404,1,0.680851,0.028402,0.304374,0.001867,0.224754,0.639035,0
17111,0.429008,1,0.978723,0.082983,0.407468,0.003467,0.422915,0.414912,1
21204,0.022256,4,0.425532,0.059926,0.502529,0.003467,0.422915,0.414912,1
33537,0.004203,7,0.914894,0.044134,0.349747,0.003467,0.422915,0.414912,0
19896,0.009646,4,0.851064,0.097814,0.674799,0.003467,0.422915,0.414912,1
20085,0.009646,4,0.574468,0.041281,0.476793,0.003467,0.422915,0.414912,0
24720,0.43852,5,0.042553,0.061066,0.354359,0.003467,0.422915,0.414912,1
26284,0.986594,5,0.085106,0.107422,0.375483,0.006955,0.415588,0.755263,1
20675,0.031282,6,0.851064,0.056833,0.293663,0.003467,0.422915,0.414912,0
27460,0.434096,2,0.425532,0.073136,0.565903,0.003467,0.422915,0.414912,1
14311,0.451396,4,0.361702,0.03927,0.617525,0.002567,0.669601,0.549123,0
14997,0.898235,7,0.851064,0.086826,0.587771,0.004923,0.459347,0.787719,1
23031,0.018274,5,0.851064,0.047076,0.463701,0.003467,0.422915,0.414912,0
31731,0.42945,4,0.893617,0.067041,0.436924,0.003467,0.422915,0.414912,0
14376,0.45998,4,0.382979,0.062387,0.564862,0.00425,0.532108,0.307456,0
21696,0.473253,4,0.297872,0.0393,0.520381,0.002657,0.443035,0.367105,0
13435,0.005133,7,0.978723,0.042422,0.402856,0.003467,0.422915,0.414912,0
21243,0.880404,2,0.510638,0.027471,0.548051,0.001901,0.552822,0.45,0
20399,0.47343,1,0.787234,0.031524,0.36745,0.002117,0.255049,0.710526,1
15459,0.43414,3,0.170213,0.049297,0.179411,0.003467,0.422915,0.414912,0
33970,0.868192,5,0.893617,0.028011,0.455668,0.000841,0.341533,0.746491,0
24036,0.90788,2,0.425532,0.082623,0.569176,0.005507,0.566028,0.466667,1
5356,0.013318,4,0.829787,0.088567,0.775811,0.003467,0.422915,0.414912,1
6309,0.461174,3,0.851064,0.029242,0.461767,0.001951,0.460383,0.416228,0
33258,0.460776,1,0.489362,0.031794,0.395567,0.002173,0.182548,0.471491,0
8259,0.877085,2,0.255319,0.034616,0.332044,0.002283,0.283014,0.465351,1
8093,0.889341,1,0.106383,0.025519,0.163939,0.00155,0.318488,0.67807,0
27843,0.906774,5,0.340426,0.089768,0.483487,0.005912,0.461678,0.47807,1
25498,0.90757,2,0.574468,0.089618,0.550431,0.005835,0.568358,0.471491,1
12352,0.456661,5,0.12766,0.031314,0.310919,0.001494,0.32755,0.702632,0
9394,0.424893,5,0.851064,0.074817,0.311514,0.003467,0.422915,0.414912,0
5226,0.455555,1,0.382979,0.034286,0.538381,0.001556,0.284309,0.880263,0
6380,0.465378,7,0.276596,0.02621,0.198602,0.00157,0.189539,0.730702,0
20596,0.017698,6,0.404255,0.077519,0.497322,0.003467,0.422915,0.414912,1
35783,0.876775,2,0.021277,0.025459,0.244421,0.001093,0.261005,0.806579,0
34888,0.005177,1,0.489362,0.082383,0.554151,0.003467,0.422915,0.414912,1
1577,0.438919,7,0.382979,0.048337,0.312705,0.003467,0.422915,0.414912,0
19855,0.468829,2,0.446809,0.036177,0.508182,0.002441,0.319006,0.471053,1
9794,0.02699,7,0.404255,0.095052,0.346325,0.003467,0.422915,0.414912,1
26702,0.45144,5,0.106383,0.03933,0.371169,0.00221,0.444329,0.640789,0
26478,0.88089,5,0.893617,0.027141,0.388277,0.001786,0.423874,0.629825,0
12643,0.470023,1,0.787234,0.027321,0.349896,0.001845,0.202486,0.615351,1
26778,0.868103,3,0.808511,0.028702,0.456858,0.001894,0.379596,0.74386,0
2086,0.877041,1,0.808511,0.044194,0.434246,0.00296,0.329881,0.440789,1
12355,0.912261,4,0.425532,0.089858,0.547307,0.006169,0.580528,0.315351,1
26338,0.876023,6,0.723404,0.024919,0.446296,0.001575,0.424909,0.711404,0
2761,0.482412,3,0.829787,0.084784,0.467569,0.005914,0.496893,0.156579,1
19098,0.977744,3,0.93617,0.099135,0.566201,0.006028,0.443035,0.580702,1
1374,0.022875,4,0.148936,0.067761,0.160815,0.003467,0.422915,0.414912,1
22833,0.452104,6,0.382979,0.042122,0.723148,0.002852,0.643708,0.328509,1
11880,0.017964,5,0.702128,0.080911,0.479024,0.003467,0.422915,0.414912,1
32952,0.013539,2,0.510638,0.103549,0.506843,0.003467,0.422915,0.414912,1
10850,0.424583,5,0.276596,0.058394,0.256323,0.003467,0.422915,0.414912,1
26557,0.469669,7,0.361702,0.046235,0.453734,0.003089,0.334801,0.507456,0
25759,0.005,4,0.319149,0.042572,0.594168,0.003467,0.422915,0.414912,0
15131,0.876598,5,0.276596,0.030173,0.468908,0.001938,0.603055,0.510965,0
13027,0.026547,4,0.510638,0.087186,0.486611,0.003467,0.422915,0.414912,1
24135,0.47405,1,1.0,0.028972,0.272687,0.001934,0.283791,0.767105,0
15737,0.460024,5,0.361702,0.030713,0.514133,0.002071,0.552046,0.209211,0
6049,0.876023,6,0.255319,0.032425,0.427998,0.002073,0.504143,0.601316,0
4085,0.465333,6,0.276596,0.028011,0.391699,0.00189,0.350854,0.52193,0
34851,0.880581,6,0.021277,0.081902,0.434841,0.005388,0.42232,0.584649,1
14875,0.429539,6,0.93617,0.069293,0.354954,0.003467,0.422915,0.414912,0
26297,0.46551,3,0.404255,0.060976,0.530051,0.004182,0.493527,0.358333,1
3071,0.439051,3,0.12766,0.047766,0.185213,0.003467,0.422915,0.414912,0
33493,0.031813,4,0.12766,0.040351,0.00119,0.003467,0.422915,0.414912,0
20531,0.442503,5,0.425532,0.077969,0.535704,0.005299,0.572501,0.500526,1
10556,0.031326,7,0.191489,0.051909,0.052812,0.003467,0.422915,0.414912,0
5781,0.44675,4,0.531915,0.043653,0.539274,0.002997,0.538322,0.479825,0
243,0.456528,2,0.680851,0.032665,0.537043,0.002194,0.63102,0.442544,0
19655,0.023052,1,0.702128,0.09217,0.453139,0.003467,0.422915,0.414912,1
16718,0.898013,2,0.978723,0.073496,0.600417,0.00489,0.515018,0.572368,1
17614,0.911641,4,0.404255,0.126456,0.52767,0.008484,0.579234,0.401316,1
28396,0.880846,4,0.893617,0.028972,0.383517,0.001888,0.419731,0.676316,1
23077,0.018141,2,0.723404,0.07932,0.502827,0.003467,0.422915,0.414912,1
32281,0.451573,1,0.957447,0.041251,0.566349,0.002119,0.367426,0.785088,1
13045,0.881421,3,0.744681,0.029693,0.596102,0.002009,0.661574,0.190789,0
23302,0.982169,4,0.319149,0.15852,0.6626,0.010648,0.598395,0.485965,1
8873,0.455998,4,0.0,0.048337,0.562035,0.003054,0.478509,0.527632,1
24071,0.907084,5,0.106383,0.044734,0.259893,0.003004,0.389436,0.521491,0
6303,0.8762,3,0.489362,0.028822,0.541803,0.001853,0.582341,0.537719,1
5086,0.434361,1,0.617021,0.045605,0.471586,0.003467,0.422915,0.414912,0
35516,0.005088,6,0.255319,0.062598,0.209164,0.003467,0.422915,0.414912,1
5497,0.443343,3,0.106383,0.038699,0.259149,0.002486,0.321336,0.755263,0
31452,0.868236,6,0.978723,0.030924,0.42889,0.001992,0.359917,0.736404,1
23256,0.013185,1,0.404255,0.041582,0.586879,0.003467,0.422915,0.414912,1
24490,0.872395,3,0.744681,0.030473,0.503719,0.001973,0.585707,0.573684,1
21837,0.469006,6,0.553191,0.053291,0.546266,0.003571,0.506732,0.313596,1
26299,0.434494,4,0.468085,0.055842,0.528414,0.003467,0.422915,0.414912,1
12432,0.447547,1,0.446809,0.043383,0.531241,0.000976,0.276541,0.417105,1
2130,0.880581,6,0.659574,0.088747,0.488099,0.005928,0.487053,0.436842,1
32378,0.026503,3,0.276596,0.119491,0.467569,0.003467,0.422915,0.414912,1
21427,0.005088,6,0.553191,0.056323,0.375632,0.003467,0.422915,0.414912,0
22053,0.00938,5,0.744681,0.041642,0.694585,0.003467,0.422915,0.414912,0
34998,0.013672,5,0.765957,0.041431,0.590598,0.003467,0.422915,0.414912,0
35431,0.437901,5,0.191489,0.044734,0.138352,0.003467,0.422915,0.414912,0
31364,0.45206,5,0.425532,0.035817,0.6687,0.002424,0.648369,0.273684,0
15508,0.446706,3,0.829787,0.126606,0.726272,0.00855,0.584671,0.541228,1
23769,0.868236,6,0.0,0.027891,0.34945,0.00085,0.346194,0.755263,0
41,0.894606,1,0.021277,0.059986,0.385451,0.002852,0.414034,0.640789,0
16208,0.022079,7,0.0,0.045965,0.253794,0.003467,0.422915,0.414912,0
31921,0.97332,2,0.553191,0.035367,0.531836,0.002484,0.624288,0.263596,0
13594,0.45644,7,0.170213,0.02567,0.185808,0.001892,0.227084,0.484211,0
12219,0.45613,7,0.021277,0.038309,0.533918,0.002624,0.423874,0.592105,0
21598,0.889385,2,0.531915,0.123274,0.43499,0.002009,0.314086,0.615789,1
2087,0.001018,4,0.085106,0.082383,0.338738,0.003467,0.422915,0.414912,1
31277,1.0,2,0.021277,0.054011,0.331003,0.003577,0.368721,0.590789,0
25802,0.030795,2,0.617021,0.098895,0.535852,0.003467,0.422915,0.414912,1
